address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"14th Main, 4th Sector, HSR, Bangalore",Beijing Bites,Yes,No,3.3/5,16,080 43334321,HSR,"Takeaway, Delivery",Not Specified,"Chinese, Thai, Momos",400,Delivery,Koramangala 4th Block,3.3,400.0,Mid-Tier (₹300 - ₹700)
"264/255, 6th Sector, Diagonally Opposite Star Market, HSR, Bangalore",Polar Bear,Yes,No,4.1/5,71,080 49652960,HSR,Dessert Parlor,"Hot Chocolate Fudge, Mango Sorbet, Brownie Fudge","Ice Cream, Desserts, Beverages, Sandwich",400,Delivery,Koramangala 4th Block,4.1,400.0,Mid-Tier (₹300 - ₹700)
"785, 2nd B Main, Bhuvaneshwari Road, Koramangala 8th Block, Bangalore",Ovenstory Pizza,Yes,No,4.1/5,192,+91 7738383000,Koramangala 8th Block,Delivery,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",Pizza,750,Delivery,Koramangala 4th Block,4.1,750.0,Upper-Mid (₹700 - ₹1500)
"Ground Floor, Shree Arcade, 17th Cross Road, 19th Main Road, Sector 4, HSR, Bangalore",Zee5 Loft,Yes,No,4.4/5,798,080 49652919,HSR,Cafe,"Pizza, Pasta, Lemonade, Brownie, Chocolate Shake, Peri Peri Fries, Chicken Wings","Cafe, Burger, Pizza, Sandwich",700,Delivery,Koramangala 4th Block,4.4,700.0,Mid-Tier (₹300 - ₹700)
"49/4, Industrial Layout, Koramangala 5th Block, Bangalore",Keventers,Yes,No,4.0/5,168,080 45128769,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,Delivery,Koramangala 4th Block,4.0,400.0,Mid-Tier (₹300 - ₹700)
"394, 2nd Stage, BTM, Bangalore",Firangi Bake,Yes,No,4.1/5,95,+91 7710090007,BTM,Delivery,"Lasagne, Subz-e-royal Pot Rice","Mexican, Italian",600,Delivery,Koramangala 4th Block,4.1,600.0,Mid-Tier (₹300 - ₹700)
"Sony World Signal, Koramangala 4th Block, Bangalore",WOW! Momo,Yes,No,3.9/5,151,+91 7090603247,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400,Delivery,Koramangala 4th Block,3.9,400.0,Mid-Tier (₹300 - ₹700)
"50, 5th Block, Industrial Area, Koramangala 5th Block, Bangalore",Goli Vada Pav No. 1,Yes,No,3.7/5,215,"+91 8040958282
+91 7829326741",Koramangala 5th Block,Quick Bites,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",Street Food,200,Delivery,Koramangala 4th Block,3.7,200.0,Budget (< ₹300)
"897, Near Indoor Stadium, 6th Block, 80 Feet Peripheral Road, Koramangala, Koramangala 6th Block, Bangalore",Domino's Pizza,Yes,No,4.0/5,567,"080 25528888
18602100000",Koramangala 6th Block,Quick Bites,"Pizza, Barbeque Chicken","Pizza, Fast Food",400,Delivery,Koramangala 4th Block,4.0,400.0,Mid-Tier (₹300 - ₹700)
"370, Intermediate Ring Road, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bangalore",Andal Mess,Yes,No,3.1/5,22,"+91 9148186356
+91 9148186350",Domlur,Mess,Not Specified,"Biryani, South Indian, North Indian",300,Delivery,Koramangala 4th Block,3.1,300.0,Mid-Tier (₹300 - ₹700)
"418/9, 1st Cross, Green Leaf Layout, 80 Feet Road, Near Blue Dart Office, Koramangala 4th Block, Bangalore",Biryani Miya,Yes,No,3.8/5,38,080 45128812,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600,Delivery,Koramangala 4th Block,3.8,600.0,Mid-Tier (₹300 - ₹700)
"14th Main, 4th Sector, HSR, Bangalore",Bottle Genie,Yes,No,,0,080 43334333,HSR,Beverage Shop,Not Specified,Beverages,350,Delivery,Koramangala 4th Block,,350.0,Mid-Tier (₹300 - ₹700)
"646, 12th Cross, 27th Main, Sector 1, HSR, Bangalore",Cafe Coffee Day,Yes,No,3.4/5,34,"+91 9243601941
+91 9071381542",HSR,Cafe,"Coffee, Latte","Cafe, Fast Food",900,Delivery,Koramangala 4th Block,3.4,900.0,Upper-Mid (₹700 - ₹1500)
"A-4, K.H.B. Colony, Koramangala 5th Block, Bangalore",Chetty's Corner,Yes,No,3.8/5,34,+91 9900655826,Koramangala 7th Block,Quick Bites,Not Specified,"Fast Food, Pizza, Sandwich",250,Delivery,Koramangala 4th Block,3.8,250.0,Budget (< ₹300)
"785, 2nd B main, Bhuvaneshwari Road, Next to Kaveri Associates, Koramangala 8th Block, Bangalore",Faasos,Yes,No,4.0/5,463,+91 7700020020,Koramangala 8th Block,Quick Bites,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap","North Indian, Biryani, Fast Food",500,Delivery,Koramangala 4th Block,4.0,500.0,Mid-Tier (₹300 - ₹700)
"412, Seventh Cross, Domlur, Bangalore",Srinidhi Sagar Deluxe,Yes,No,3.6/5,108,080 25354689,Domlur,Quick Bites,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian","South Indian, North Indian, Chinese",40,Delivery,Koramangala 4th Block,3.6,40.0,Budget (< ₹300)
"104, 1st Main Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Juicy Momos,Yes,No,3.6/5,69,+91 9538550509,Koramangala 5th Block,Quick Bites,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos","Tibetan, Momos",250,Delivery,Koramangala 4th Block,3.6,250.0,Budget (< ₹300)
"3, 80 Feet Road, 4-C Block, Koramangala 4th Block, Bangalore",1522 - The Pub,No,Yes,4.2/5,1739,"+91 9980985527
+91 9481451597",Koramangala 4th Block,Pub,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","Chinese, Continental, North Indian","1,400",Delivery,Koramangala 4th Block,4.2,1400.0,Upper-Mid (₹700 - ₹1500)
"4/1, 1st Main, Bhuvanappa Layout, Opposite Forum Mall, Hosur Road, Bangalore",Litti Twist,Yes,No,4.2/5,106,+91 9035810598,Hosur Road,Quick Bites,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita","Bihari, North Indian",300,Delivery,Koramangala 4th Block,4.2,300.0,Mid-Tier (₹300 - ₹700)
"23, 1st Floor, Gowri Annex, 80ft Road, ST Bed, Koramangala 4th Block, Bangalore",Cheers Pub Bar & Restro,No,Yes,NEW,0,080 49653176,Koramangala 4th Block,"Pub, Bar","Cocktails, Brownie, Verdure Pizza, Veg Bao, Fish, Spaghetti, Mai Thai","Continental, Finger Food, Pizza, North Indian, Bar Food","1,100",Delivery,Koramangala 4th Block,,1100.0,Upper-Mid (₹700 - ₹1500)
"52, Ejipura Main Rd, Ejipura, Bangalore",Waffle In The Box,Yes,No,,0,+91 7005889963,Ejipura,Dessert Parlor,Not Specified,Desserts,300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"413, 7th Cross, Oppsite to HDFC Bank, Domlur, Bangalore",Donne Biriyani Mane,Yes,No,3.1/5,21,"+91 9742663062
+91 9008512996",Domlur,Quick Bites,Not Specified,"Biryani, North Indian",250,Delivery,Koramangala 4th Block,3.1,250.0,Budget (< ₹300)
"503, 6th Main, 6th Block, Koramangala 6th Block, Bangalore",Uday Sweets,Yes,No,3.5/5,33,+91 9449111794,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250,Delivery,Koramangala 4th Block,3.5,250.0,Budget (< ₹300)
"936, 16th Main Road, 2nd Stage, Kuvempu Nagar, BTM, Bangalore",Big Mishra Pedha,No,No,3.7/5,61,,BTM,Sweet Shop,Rasmalai,Mithai,250,Delivery,Koramangala 4th Block,3.7,250.0,Budget (< ₹300)
"No 9 Roopenagrahara, backside of Mahendra showroom, BomNahalli, Bangalore Landmark Dorothy?s kitchen",Navya's,Yes,No,2.5/5,47,"+91 7259100489
+91 7259100504",Bommanahalli,Casual Dining,Not Specified,"Hyderabadi, Biryani, North Indian",800,Delivery,Koramangala 4th Block,2.5,800.0,Upper-Mid (₹700 - ₹1500)
"52, Ejipura Main Road, Ejipura, Bangalore",Omleterian,Yes,No,,0,+91 7005889963,Ejipura,Delivery,Not Specified,"American, Continental",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"126, 2nd Cross, KGA Road, Near Diamond District, Old Airport Road, Bangalore",SnacksJoint,Yes,No,3.7/5,52,"+91 8861496927
+91 8105922922",Old Airport Road,Quick Bites,Not Specified,Fast Food,150,Delivery,Koramangala 4th Block,3.7,150.0,Budget (< ₹300)
"612/1, Lotus Building, 3rd Floor, 80Ft Road, Koramangala 4th Block, Bangalore",PagalKhana,Yes,Yes,3.9/5,143,+91 7899075625,Koramangala 4th Block,Casual Dining,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers","Continental, Chinese, Fast Food, Beverages","1,000",Delivery,Koramangala 4th Block,3.9,1000.0,Upper-Mid (₹700 - ₹1500)
"41/1, 2nd Cross, 8th Cross, Koramangala 8th Block, Bangalore",Nutripress,Yes,No,3.3/5,4,+91 9972118118,Koramangala 8th Block,Beverage Shop,Not Specified,Juices,200,Delivery,Koramangala 4th Block,3.3,200.0,Budget (< ₹300)
"618, 80 Feet Road, Koramangala 4th Block, Bangalore",Pot-O-Noodles,No,Yes,4.3/5,162,+91 9686192617,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Steamed Rice, Gyoza","Chinese, Asian, Japanese",800,Delivery,Koramangala 4th Block,4.3,800.0,Upper-Mid (₹700 - ₹1500)
"183, 4th Main Road, New Friends Colony, S T Bed Layout, Koramangala 4th Block, Bangalore",Dabba Delight's,No,No,,0,+91 7678480945,Koramangala 4th Block,Delivery,Not Specified,North Indian,350,Delivery,Koramangala 4th Block,,350.0,Mid-Tier (₹300 - ₹700)
"12th Main, Koramangala 4th Block, Bangalore",Cupcake Noggins,No,No,4.1/5,724,+91 8150861619,Koramangala 4th Block,"Dessert Parlor, Bakery","Cup Cake, Truffle, Raspberry Cheesecake, Burgers, Blueberry Cheesecake, Chocolate Chocochip, Chocolate Crunch","Desserts, Bakery",300,Delivery,Koramangala 4th Block,4.1,300.0,Mid-Tier (₹300 - ₹700)
"972/D, Ground Floor, Asharaya Towers, 4th Main Road, ST Bed Layout, 4th Block, Koramangala 4th Block, Bangalore",Paratha Plaza,No,No,3.9/5,220,+91 9482106834,Koramangala 4th Block,Quick Bites,"Dum Aloo, Sweet Lassi, Aloo Paratha, Biryani",North Indian,250,Delivery,Koramangala 4th Block,3.9,250.0,Budget (< ₹300)
"642, 80 Feet Main Road, 4th Block, Koramangala 4th Block, Bangalore",Vasudev Adiga's,No,No,2.8/5,289,"+91 8497018666
080 41260216",Koramangala 4th Block,Casual Dining,"Filter Coffee, Mysore Masala Dosa, Buttermilk, Idli, Rava Dosa, Neer Dosa, Thali","South Indian, North Indian, Chinese, Street Food",250,Delivery,Koramangala 4th Block,2.8,250.0,Budget (< ₹300)
"2318, Sector 1, Near NIFT College, HSR, Bangalore",Kettle & Kegs,Yes,No,3.4/5,10,180030025009,HSR,Delivery,Not Specified,"Tea, Beverages",200,Delivery,Koramangala 4th Block,3.4,200.0,Budget (< ₹300)
325 8th Cross Road,Crave,No,No,,0,"+91 9900178678
+91 9686142860",Koramangala 4th Block,Bakery,Not Specified,Bakery,600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
"80 Feet Road, Koramangala 4th Block, Bangalore",La Lunch Box,No,No,,0,+91 9019772313,Koramangala 4th Block,"Takeaway, Delivery",Not Specified,"Italian, Healthy Food, Salad",500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"542/C, 3rd Floor 1st Cross, 8th Main Koramangala 4th Block, Bangalore",Game Of Pizzas,No,No,3.6/5,16,+91 9108985101,Koramangala 4th Block,Delivery,Not Specified,Italian,500,Delivery,Koramangala 4th Block,3.6,500.0,Mid-Tier (₹300 - ₹700)
"Near Sony World, Koramangala 4th Block, Bangalore",Confectionery Chocolates,No,No,,0,+91 9611431865,Koramangala 4th Block,"Takeaway, Delivery",Not Specified,Bakery,500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"4/36, 80 Feet Road, Green Leaf Extension, Koramangala 4th Block, Bangalore",Maven Foods,No,No,3.6/5,12,+91 7338668202,Koramangala 4th Block,Quick Bites,Not Specified,"Continental, North Indian, South Indian",650,Delivery,Koramangala 4th Block,3.6,650.0,Mid-Tier (₹300 - ₹700)
"665, 10th Main, 5th Cross, Koramangala 4th Block, Bangalore",RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,No,No,3.7/5,13,+91 9632676213,Koramangala 4th Block,Dessert Parlor,Not Specified,Desserts,400,Delivery,Koramangala 4th Block,3.7,400.0,Mid-Tier (₹300 - ₹700)
"#4, 7th main, 6th cross, st bed layout, koramangala 4th block",Sapfresh,No,No,,0,+91 9740566437,Koramangala 4th Block,Delivery,Not Specified,Beverages,150,Delivery,Koramangala 4th Block,,150.0,Budget (< ₹300)
"11, Eat Street, 80 Feet Road, Opposite Indian Oil Petrol Station, Koramangala 6th Block, Bangalore",Khiche Chale Aao,Yes,No,NEW,0,+91 9922417120,Koramangala 6th Block,Quick Bites,Not Specified,"North Indian, Fast Food",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"418/2, Green Leaf Layout, 80 Feet Road, Koramangala 4th Block, Bangalore",Meal-bowl.com,No,No,,0,+91 7418383578,Koramangala 4th Block,Delivery,Not Specified,North Indian,300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"Nirguna Mandir Layout, ST bed, Kormangala 4th Block",Creme & Cheese,No,No,3.8/5,18,+91 9900100460,Koramangala 4th Block,"Takeaway, Delivery",Not Specified,Desserts,850,Delivery,Koramangala 4th Block,3.8,850.0,Upper-Mid (₹700 - ₹1500)
"AVS Layout, Koramangala 4th Block, Bangalore",Navab's,No,No,3.6/5,9,"+91 7065787888
+91 9910009994",Koramangala 4th Block,Delivery,Not Specified,Mughlai,600,Delivery,Koramangala 4th Block,3.6,600.0,Mid-Tier (₹300 - ₹700)
"104, Sadananda Buliding, Buchappa Layout, Koramangala 4th Block, Bangalore",Midnight Pizza Slurpp,No,No,3.7/5,99,"+91 9740560009
+91 9902504141",Koramangala 4th Block,Delivery,"Pizza, Pasta","Italian, Pizza",700,Delivery,Koramangala 4th Block,3.7,700.0,Mid-Tier (₹300 - ₹700)
"Plot 11, Behind Nasi & Mee, Near Maple Green Deluxe, 80 Feet Road, Koramangala 4th Block, Bangalore",Crown Gold,Yes,No,3.9/5,49,"+91 9740132143
+91 8550843143",Koramangala 4th Block,Quick Bites,Sea Food,"South Indian, Chinese, Seafood",400,Delivery,Koramangala 4th Block,3.9,400.0,Mid-Tier (₹300 - ₹700)
"612, 80 Feet Road, Koramangala 4th Block, Bangalore",Hunger Meals,No,No,3.8/5,31,"+91 9986122222
+91 7406619132",Koramangala 4th Block,Delivery,Chicken Curry,"South Indian, North Indian, Biryani",400,Delivery,Koramangala 4th Block,3.8,400.0,Mid-Tier (₹300 - ₹700)
"44, 1st Main Road, S.T. Bed Layout, 80 Feet Road, Koramangala 4th Block, Bangalore",Hit And Run,No,No,,0,"+91 9916533331
+91 9916533332",Koramangala 4th Block,Delivery,Not Specified,"Chinese, Tibetan",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"AVS Layout, Koramangala 4th Block, Bangalore",Food Singh,No,No,,0,+91 7834929000,Koramangala 4th Block,Delivery,Not Specified,North Indian,500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"44, 1st Main Road, S.T. Bed Layout, 80 Feet Road, Near Bangalore Agriculture Fruits Shop, Koramangala 4th Block, Bangalore",Kombo King,No,No,,0,"+91 9916533331
+91 9916533332",Koramangala 4th Block,Delivery,Not Specified,"North Indian, South Indian",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"54, 5th A Cross, Canara Bank Road, Koramangala 6th Block, Bangalore",Mad Over Biryani,Yes,No,3.1/5,9,"080 40994451
+91 9945521705",Koramangala 6th Block,Quick Bites,Not Specified,"North Indian, Biryani",600,Delivery,Koramangala 4th Block,3.1,600.0,Mid-Tier (₹300 - ₹700)
"418/9, 1st Cross, Green Leaf Layout, 80 Feet Road, 4th Block, Near blue dart office, Koramangala, Bangalore",Nite Out,Yes,No,4.0/5,1110,080 43709452,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500,Delivery,Koramangala 4th Block,4.0,500.0,Mid-Tier (₹300 - ₹700)
"162/1, 7th ABC Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Homely Curries & Pickles,Yes,No,3.1/5,21,+91 8884668989,Koramangala 1st Block,Quick Bites,Not Specified,"Biryani, Andhra",300,Delivery,Koramangala 4th Block,3.1,300.0,Mid-Tier (₹300 - ₹700)
"17, 7th Main, Opposite To SBI Bank, Koramangala 1st Block, Bangalore",Mars Chicken Delight,No,No,3.7/5,107,"080 25532425
080 41102425",Koramangala 1st Block,Casual Dining,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll","North Indian, Chinese, Biryani, Beverages",500,Delivery,Koramangala 4th Block,3.7,500.0,Mid-Tier (₹300 - ₹700)
"Koramangala 6th Block, Bangalore",Being Healthy,No,No,,0,+91 7899812230,Koramangala 6th Block,Delivery,Not Specified,Healthy Food,300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"6, Kathalipalya Village, 6th Cross, Koramangala 6th Block, Bangalore",Manchow,No,No,,0,,,Not Specified,Not Specified,Not Specified,,Delivery,Koramangala 4th Block,,,Unknown
"Koramangala 6th Block, Bangalore",Sub Spot,No,No,3.3/5,4,+91 7760078618,Koramangala 6th Block,Delivery,Not Specified,"Salad, Sandwich",400,Delivery,Koramangala 4th Block,3.3,400.0,Mid-Tier (₹300 - ₹700)
"001 Mac Arcade,vaswani Layout, Challaghata,bangalore.560037, Domlur, Bangalore",Yum Tum,No,No,3.4/5,7,"+91 9886808462
+91 8884308040",Domlur,Quick Bites,Not Specified,"Salad, Greek, Mediterranean",250,Delivery,Koramangala 4th Block,3.4,250.0,Budget (< ₹300)
"Koramangala 6th Block, Bangalore",Fruit Juice Bar,No,No,,0,+91 9620900371,Koramangala 6th Block,Delivery,Not Specified,"Beverages, Salad",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"12, 20th C Cross, Aradhna Layout, Rama Temple Road, Ejipura, Bangalore",DW Dabbawala,No,No,,0,+91 7337722288,Ejipura,Delivery,Not Specified,North Indian,200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"Hotel Shilton Royale, 9, 100 Feet Road, Ejipura, Bangalore",Urban Spice,Yes,No,3.6/5,23,080 40607777,Ejipura,Casual Dining,Not Specified,"North Indian, Chinese, Continental",800,Delivery,Koramangala 4th Block,3.6,800.0,Upper-Mid (₹700 - ₹1500)
"Ejipura Main Road, Ejipura, Bangalore",Hotel Oottupura,No,No,3.6/5,21,"+91 9741756709
+91 9449169191",Ejipura,Quick Bites,Not Specified,South Indian,200,Delivery,Koramangala 4th Block,3.6,200.0,Budget (< ₹300)
"Devappa Compound, Venkatapura Teachers Colony Main Road, Koramangala 1st Block, Bangalore",Amma's Special,No,No,,0,+91 8050781208,Koramangala 1st Block,Quick Bites,Not Specified,South Indian,400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"Near Passport Office,Koramangala 8th Block, Bangalore",Chaman's Night Kitchen,No,No,3.5/5,11,+91 7738289134,Koramangala 8th Block,Not Specified,Not Specified,"North Indian, Chinese",400,Delivery,Koramangala 4th Block,3.5,400.0,Mid-Tier (₹300 - ₹700)
"210, A.K. Colony, Koramangala 8th Block, Bangalore",Pooja's Kitchen,No,No,3.7/5,17,+91 8050915421,Koramangala 8th Block,Delivery,Not Specified,"Bengali, Street Food",300,Delivery,Koramangala 4th Block,3.7,300.0,Mid-Tier (₹300 - ₹700)
"AVS Layout, Koramangala, Bangalore",Chawla's 2 Online.com,No,No,3.5/5,4,+91 7065123000,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,North Indian,800,Delivery,Koramangala 4th Block,3.5,800.0,Upper-Mid (₹700 - ₹1500)
"221, Laxmi Temple Road, Near Passport office, Koramangala 8th Block, Bangalore",Bhavani Foods,No,No,,0,"+91 9916140233
+91 8792501583",Koramangala 8th Block,Delivery,Not Specified,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"Koramangala 6th Block, Bangalore",Chai Nama,No,No,,0,+91 9620900371,Koramangala 6th Block,Delivery,Not Specified,"Fast Food, Tea",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"237, 3rd Cross, Koramangala 1st Block, Bangalore",Binge Factory,No,No,,0,+91 7012155244,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, Italian, South Indian",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"19, 1st Floor, 20 D Cross, Ejipura Main Road, Ejipura, Bangalore",Kalpana's Kitchen,No,No,NEW,0,+91 9008144381,Ejipura,"Takeaway, Delivery",Not Specified,"Bengali, North Indian",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"42/2, 20th Cross, Aradhna Layout, Ejipura, Bangalore",H2h Night Kitchen,No,No,,0,+91 9620346532,Ejipura,Delivery,Not Specified,"Pizza, Fast Food, Desserts",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"Koramangala 6th Block, Bangalore",Shayancafecito,No,No,,0,"+91 9740958116
+91 7618748834",Koramangala 5th Block,Delivery,Not Specified,"North Indian, Mughlai",250,Delivery,Koramangala 4th Block,,250.0,Budget (< ₹300)
"61, 1st Main, 5th Cross, Nanjappa Layout, Adugodi, Koramangala 8th Block, Bangalore",Banashree Caterers,No,No,,0,+91 7349491955,Koramangala 8th Block,"Takeaway, Delivery",Not Specified,South Indian,250,Delivery,Koramangala 4th Block,,250.0,Budget (< ₹300)
"12, 6th C Cross,Behind Green View Medical Center, Koramangala 1st Block, Bangalore",Night Panda,No,No,3.8/5,196,"080 41123861
+91 9066783118",Koramangala 1st Block,Delivery,"Noodles, Chicken Drumsticks, Maggi, Veg Grilled Sandwich, Brownie","Fast Food, Chinese, North Indian, American",500,Delivery,Koramangala 4th Block,3.8,500.0,Mid-Tier (₹300 - ₹700)
"702, 6th A Cross, Near BDA Complex, Koramangala 3rd Block, Bangalore",Owl's Kitchen,No,No,,0,+91 7204153129,Koramangala 3rd Block,Quick Bites,Not Specified,"North Indian, Chinese",500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"#3, 2nd main, 11th Cross, Maruthinagar, Madiwala, Banglore",Red Bawarchi,Yes,No,3.0/5,20,"080 42171421
+91 8880808222",Koramangala 7th Block,Delivery,Not Specified,"Biryani, Chinese, North Indian",600,Delivery,Koramangala 4th Block,3.0,600.0,Mid-Tier (₹300 - ₹700)
"AVS Layout, Koramangala 4th Block, Bangalore",Sethi's,Yes,No,,0,+91 9910009994,Koramangala 4th Block,Delivery,Not Specified,"North Indian, Chinese, BBQ",600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Eat Street,No,No,4.2/5,1531,080 42296566,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600,Delivery,Koramangala 4th Block,4.2,600.0,Mid-Tier (₹300 - ₹700)
"1021, 80 Feet Main Road, Koramangala 1st Block, Bangalore",Natural Ice Cream,No,No,4.5/5,940,080 25634466,Koramangala 1st Block,Dessert Parlor,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple","Ice Cream, Beverages",200,Delivery,Koramangala 4th Block,4.5,200.0,Budget (< ₹300)
"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",Wild Thyme Restaurant,No,No,4.5/5,42,"+91 9742599919
+91 8025505542",Koramangala 5th Block,Casual Dining,Not Specified,"Chinese, Continental, North Indian, Italian, Seafood",800,Delivery,Koramangala 4th Block,4.5,800.0,Upper-Mid (₹700 - ₹1500)
"67, 17th B Main, 6th Cross, 6th Block, Koramangala, Bangalore",PORKEATS,No,No,3.4/5,6,+91 9620785258,Koramangala 6th Block,Quick Bites,Not Specified,"Goan, Mangalorean",400,Delivery,Koramangala 4th Block,3.4,400.0,Mid-Tier (₹300 - ₹700)
"Shop 5, 20th Main Road, Maruti Nagar. Near Gangothri Ciircle, 1st Stage, BTM, Bangalore",Nanna Munna Paratha House,No,No,3.6/5,20,"+91 9538759162
+91 9980343629",BTM,Quick Bites,Not Specified,North Indian,300,Delivery,Koramangala 4th Block,3.6,300.0,Mid-Tier (₹300 - ₹700)
"635, 17th Main, 100 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Falahaar,No,No,3.9/5,154,"080 65655188
+91 9731555188",Koramangala 6th Block,Quick Bites,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi","North Indian, Street Food",200,Delivery,Koramangala 4th Block,3.9,200.0,Budget (< ₹300)
"513/A, Opposite Anjaneya Temple, 80 Feet Road, 8th Block, Koramangala 8th Block, Bangalore",Juicemaker,No,No,3.9/5,164,080 41312525,Koramangala 8th Block,Beverage Shop,"Salads, Sandwiches, Shawarma, Watermelon Juice, Tea, Papaya Juice, Fruit Juices","Beverages, Fast Food",400,Delivery,Koramangala 4th Block,3.9,400.0,Mid-Tier (₹300 - ₹700)
"43, Safa Corner, Koramangala 1st Block, Bangalore",Chopserve,No,No,3.7/5,19,06360 123523,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,BBQ,300,Delivery,Koramangala 4th Block,3.7,300.0,Mid-Tier (₹300 - ₹700)
"635, 100 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Jai Jinendra,No,No,4.0/5,98,"080 65655188
+91 9731555188",Koramangala 6th Block,Quick Bites,"Dhokla, Raj Kachori, Panipuri, Jalebi, Pyaz Kachori","Street Food, Beverages",200,Delivery,Koramangala 4th Block,4.0,200.0,Budget (< ₹300)
"39, Varamuneshwara Temple Road, Chandra Reddy Layout, S T Bed Layout, Ejipura, Bangalore",Kerala Mess. SIJI's MESS,No,No,NEW,0,"+91 9972735692
+91 8861747391",Ejipura,Mess,Not Specified,Kerala,100,Delivery,Koramangala 4th Block,,100.0,Budget (< ₹300)
